Date,Open,High,Low,Close,Adj Close,Volume,RSI,RSI_Slope,Month
2004-04-01,1126.2099609375,1150.5699462890625,1107.22998046875,1107.300048828125,1107.300048828125,31611900000,,,2004-04
2004-05-01,1107.300048828125,1127.739990234375,1076.3199462890625,1120.6800537109375,1120.6800537109375,29326400000,,,2004-05
2004-06-01,1120.6800537109375,1146.3399658203125,1113.3199462890625,1140.8399658203125,1140.8399658203125,27529500000,,,2004-06
2004-07-01,1140.8399658203125,1140.8399658203125,1078.780029296875,1101.719970703125,1101.719970703125,29285600000,,,2004-07
2004-08-01,1101.719970703125,1109.6800537109375,1060.719970703125,1104.239990234375,1104.239990234375,26586800000,,,2004-08
2004-09-01,1104.239990234375,1131.5400390625,1099.1800537109375,1114.5799560546875,1114.5799560546875,26829870000,,,2004-09
2004-10-01,1114.5799560546875,1142.050048828125,1090.2900390625,1130.199951171875,1130.199951171875,31511000000,,,2004-10
2004-11-01,1130.199951171875,1188.4599609375,1127.5999755859375,1173.8199462890625,1173.8199462890625,30460280000,,,2004-11
2004-12-01,1173.780029296875,1217.3299560546875,1173.780029296875,1211.9200439453125,1211.9200439453125,31102500000,,,2004-12
2005-01-01,1211.9200439453125,1217.800048828125,1163.75,1181.27001953125,1181.27001953125,31498800000,,,2005-01
2005-02-01,1181.27001953125,1212.43994140625,1180.949951171875,1203.5999755859375,1203.5999755859375,29297410000,,,2005-02
2005-03-01,1203.5999755859375,1229.1099853515625,1163.68994140625,1180.5899658203125,1180.5899658203125,39014150000,,,2005-03
2005-04-01,1180.5899658203125,1191.8800048828125,1136.1500244140625,1156.8499755859375,1156.8499755859375,43424270000,,,2005-04
2005-05-01,1156.8499755859375,1199.56005859375,1146.1800537109375,1191.5,1191.5,39321990000,238.3849015463215,,2005-05
2005-06-01,1191.5,1219.5899658203125,1188.300048828125,1191.3299560546875,1191.3299560546875,40334040000,238.86730014105723,,2005-06
2005-07-01,1191.3299560546875,1245.1500244140625,1183.550048828125,1234.1800537109375,1234.1800537109375,37464670000,202.81062861371146,,2005-07
2005-08-01,1234.1800537109375,1245.8599853515625,1201.0699462890625,1220.3299560546875,1220.3299560546875,42030090000,264.22213758979825,,2005-08
2005-09-01,1220.3299560546875,1243.1300048828125,1205.3499755859375,1228.81005859375,1228.81005859375,44777510000,171.93335651345376,-10.754825261699445,2005-09
2005-10-01,1228.81005859375,1233.3399658203125,1168.199951171875,1207.010009765625,1207.010009765625,49793790000,210.1685251790016,-8.827482202436897,2005-10
2005-11-01,1207.010009765625,1270.6400146484375,1201.0699462890625,1249.47998046875,1249.47998046875,45102870000,183.92898024705437,-9.181690914411083,2005-11
2005-12-01,1249.47998046875,1275.800048828125,1246.5899658203125,1248.2900390625,1248.2900390625,41756130000,196.8837929530264,-12.268106553994313,2005-12
2006-01-01,1248.2900390625,1294.9000244140625,1245.739990234375,1280.0799560546875,1280.0799560546875,49211650000,207.67000351529379,5.818856177770485,2006-01
2006-02-01,1280.0799560546875,1297.5699462890625,1253.6099853515625,1280.6600341796875,1280.6600341796875,42859940000,266.4390056790939,13.628198426842403,2006-02
2006-03-01,1280.6600341796875,1310.8800048828125,1268.4200439453125,1294.8699951171875,1294.8699951171875,50905040000,173.7325262650022,4.9162304761963185,2006-03
2006-04-01,1302.8800048828125,1318.1600341796875,1280.739990234375,1310.6099853515625,1310.6099853515625,43308430000,178.27317464916626,-7.115871385801182,2006-04
2006-05-01,1310.6099853515625,1326.699951171875,1245.3399658203125,1270.0899658203125,1270.0899658203125,54312830000,213.15099620286315,-7.72038456547889,2006-05
2006-06-01,1270.050048828125,1290.6800537109375,1219.2900390625,1270.199951171875,1270.199951171875,54873260000,168.39891315936558,-15.66617151015957,2006-06
2006-07-01,1270.06005859375,1280.4200439453125,1224.5400390625,1276.6600341796875,1276.6600341796875,46348220000,191.04053575600855,2.4741757492212004,2006-07
2006-08-01,1278.530029296875,1306.739990234375,1261.300048828125,1303.8199462890625,1303.8199462890625,50485620000,168.77065884768393,-4.111549204981927,2006-08
2006-09-01,1303.800048828125,1340.280029296875,1290.9300537109375,1335.8499755859375,1335.8499755859375,49001440000,176.0894726731342,-7.375130137113956,2006-09
